URI (do not change)	Name (do not change)	Status (empty=Public)	Label	Suggested Label	Comment	Suggested Comment	Lydie's comment	Source file
http://nextprot.org/rdf/db/GAD	db/GAD	private	GAD	GAD	Genetic Association Database	Genetic Association Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GDSC	db/GDSC	private	GDSC	GDSC	Genomics of Drug Sensitivity in Cancer Project	Genomics of Drug Sensitivity in Cancer Project	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GEO	db/GEO	private	GEO	GEO	Gene Expression Omnibus	Gene Expression Omnibus	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GFP-cDNA	db/GFP-cDNA		GFP-cDNA	GFP-cDNA	EMBL/DKFZ GFP-cDNA Localisation Project	EMBL/DKFZ GFP-cDNA Localisation Project	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GO	db/GO	private	GO	GO	Gene Ontology	Gene Ontology	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GOA	db/GOA		GOA	GOA	Gene Ontologie Annotation	Gene Ontologie Annotation	Gene Ontology Annotation	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GO_REF	db/GO_REF		GO_REF	GO_REF	Gene Ontologie References	Gene Ontologie References	Gene Ontology References	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GPCRDB	db/GPCRDB	private	GPCRDB	GPCRDB	Information system for G protein-coupled receptors (GPCRs)	Information system for G protein-coupled receptors (GPCRs)	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GenAtlas	db/GenAtlas	private	GenAtlas	GenAtlas	GenAtlas: human gene database	GenAtlas: human gene database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GenBank	db/GenBank	private	GenBank	GenBank	GenBank nucleotide sequence database	GenBank nucleotide sequence database	not used but mentioned in entries as "EMBL/GenBank/DDBJ databases" i.e. FGL2	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Gene3D	db/Gene3D		Gene3D	Gene3D	Gene3D Structural and Functional Annotation of Protein Families	Gene3D Structural and Functional Annotation of Protein Families	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneCards	db/GeneCards		GeneCards	GeneCards	GeneCards: human genes, protein and diseases	GeneCards: human genes, protein and diseases	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneDB	db/GeneDB		GeneDB	GeneDB	GeneDB pathogen genome database from Sanger Institute	GeneDB pathogen genome database from Sanger Institute	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneFarm	db/GeneFarm	private	GeneFarm	GeneFarm	Structural and functional annotation of Arabidopsis thaliana gene and protein families	Structural and functional annotation of Arabidopsis thaliana gene and protein families	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneID	db/GeneID		GeneID	GeneID	Database of genes from NCBI RefSeq genomes	Database of genes from NCBI RefSeq genomes	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneReviews	db/GeneReviews		GeneReviews	GeneReviews	GeneReviews a resource of expert-authored, peer-reviewed disease descriptions.	GeneReviews a resource of expert-authored, peer-reviewed disease descriptions.	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneRif	db/GeneRif	private	GeneRif	GeneRif	Gene	GeneRIF: Gene Reference into Function	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneTree	db/GeneTree		GeneTree	GeneTree	Ensembl GeneTree	Ensembl GeneTree	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GeneWiki	db/GeneWiki		GeneWiki	GeneWiki	The Gene Wiki collection of pages on human genes and proteins	The Gene Wiki collection of pages on human genes and proteins	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Genevestigator	db/Genevestigator	private	Genevestigator	Genevestigator	Genevestigator	Genevestigator	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Genevisible	db/Genevisible		Genevisible	Genevisible	Genevisible search portal to normalized and curated expression data from Genevestigator	Genevisible search portal to normalized and curated expression data from Genevestigator	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GenoList	db/GenoList	private	GenoList	GenoList	GenoList Integrated Environment for the Analysis of Microbial Genomes	GenoList Integrated Environment for the Analysis of Microbial Genomes	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GenomeRNAi	db/GenomeRNAi		GenomeRNAi	GenomeRNAi	Database of phenotypes from RNA interference screens in Drosophila and Homo sapiens	Database of phenotypes from RNA interference screens in Drosophila and Homo sapiens	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GenomeReviews	db/GenomeReviews	private	GenomeReviews	GenomeReviews	Genome Reviews; an annotated view of completely sequenced genomes	Genome Reviews; an annotated view of completely sequenced genomes	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GermOnline	db/GermOnline	private	GermOnline	GermOnline	GermOnline - a gateway for gametogenesis	GermOnline - a gateway for gametogenesis	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GlyConnect	db/GlyConnect		GlyConnect	GlyConnect	GlyConnect protein glycosylation platform	GlyConnect protein glycosylation platform	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GlyGen	db/GlyGen		GlyGen	GlyGen	GlyGen: Computational and Informatics Resources for Glycoscience	GlyGen: Computational and Informatics Resources for Glycoscience	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Gramene	db/Gramene	private	Gramene	Gramene	Gramene; a comparative resource for plants	Gramene; a comparative resource for plants	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/GuidetoPHARMACOLOGY	db/GuidetoPHARMACOLOGY		GuidetoPHARMACOLOGY	GuidetoPHARMACOLOGY	IUPHAR/BPS Guide to PHARMACOLOGY	IUPHAR/BPS Guide to PHARMACOLOGY	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/H-InvDB	db/H-InvDB	private	H-InvDB	H-InvDB	H-Invitational Database, human transcriptome db	H-Invitational Database, human transcriptome db	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HAMAP	db/HAMAP		HAMAP	HAMAP	HAMAP database of protein families	HAMAP database of protein families	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HAMAP-Rule	db/HAMAP-Rule		HAMAP-Rule	HAMAP-Rule	High-quality Automated and Manual Annotation of Proteins	High-quality Automated and Manual Annotation of Proteins	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HGNC	db/HGNC		HGNC	HGNC	Identifier subtype	HUGO Gene Nomenclature Committee identifier	The resource for approved human gene nomenclature	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HOGENOM	db/HOGENOM		HOGENOM	HOGENOM	The HOGENOM Database of Homologous Genes from Fully Sequenced Organisms	The HOGENOM Database of Homologous Genes from Fully Sequenced Organisms	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HOVERGEN	db/HOVERGEN	private	HOVERGEN	HOVERGEN	The HOVERGEN Database of Homologous Vertebrate Genes	The HOVERGEN Database of Homologous Vertebrate Genes	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HPA	db/HPA		HPA	HPA	Human Protein Atlas	Human Protein Atlas	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HPRD	db/HPRD		HPRD	HPRD	Human Proteins Reference Database	Human Proteins Reference Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HSSP	db/HSSP	private	HSSP	HSSP	Homology-derived secondary structure of proteins database	Homology-derived secondary structure of proteins database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HUGE	db/HUGE	private	HUGE	HUGE	Human Unidentified Gene-Encoded large proteins database	Human Unidentified Gene-Encoded large proteins database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/HipSci	db/HipSci	private	HipSci	HipSci	Human Induced Pluripotent Stem Cells Initiative	Human Induced Pluripotent Stem Cells Initiative	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ICLC	db/ICLC	private	ICLC	ICLC	Banca Biologica e Cell Factory	Banca Biologica e Cell Factory	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IDEAL	db/IDEAL		IDEAL	IDEAL	Intrinsically Disordered proteins with Extensive Annotations and Literature	Intrinsically Disordered proteins with Extensive Annotations and Literature	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IFO	db/IFO	private	IFO	IFO	Health Science Research Resources Bank	Health Science Research Resources Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IGRhCellID	db/IGRhCellID	private	IGRhCellID	IGRhCellID	Integrated Genomic Resources of Human Cell lines for Identification	Integrated Genomic Resources of Human Cell lines for Identification	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IGSR	db/IGSR	private	IGSR	IGSR	International Genome Sample Resource	International Genome Sample Resource	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IHW	db/IHW	private	IHW	IHW	International Histocompatibility Workshop cell lines	International Histocompatibility Workshop cell lines	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IMAGE	db/IMAGE		IMAGE	IMAGE	Identifier subtype	IMAGE Consortium clone identifier	IMAGE cDNA clones	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IMGT_GENE-DB	db/IMGT_GENE-DB		IMGT_GENE-DB	IMGT_GENE-DB	The international ImMunoGeneTics information system	The international ImMunoGeneTics information system	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IMGT_HLA	db/IMGT_HLA	private	IMGT/HLA	IMGT/HLA	IMGT/HLA	IMGT/HLA	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IPI	db/IPI		IPI	IPI	International Protein Index	International Protein Index	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ISBN	db/ISBN	private	ISBN	ISBN	ISBN	International Standard Book Number (ISBN)	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ISCR	db/ISCR	private	ISCR	ISCR	International Stem Cell Registry	International Stem Cell Registry	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IZSLER	db/IZSLER	private	IZSLER	IZSLER	Istituti Zooprofilattici Sperimentali della Lombardia e dell&apos;Emilia	Istituti Zooprofilattici Sperimentali della Lombardia e dell&apos;Emilia	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Illumina	db/Illumina		Illumina	Illumina	Identifier subtype	Illumina microarray clone identifier	Illumina microarray probe sets	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/InParanoid	db/InParanoid		InParanoid	InParanoid	InParanoid: Eukaryotic Ortholog Groups	InParanoid: Eukaryotic Ortholog Groups	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/IntAct	db/IntAct		IntAct	IntAct	Protein interaction database and analysis system	IntAct Molecular Interaction Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/InterPro	db/InterPro		InterPro	InterPro	Integrated resource of protein families, domains and functional sites	Integrated resource of protein families, domains and functional sites	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/JCRB	db/JCRB	private	JCRB	JCRB	Japanese Collection of Research Bioresources Cell Bank	Japanese Collection of Research Bioresources Cell Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/KCB	db/KCB	private	KCB	KCB	Kunming Cell Bank of Type Culture Collection	Kunming Cell Bank of Type Culture Collection	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/KCLB	db/KCLB	private	KCLB	KCLB	Korean Cell Line Bank	Korean Cell Line Bank	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/KEGG	db/KEGG		KEGG	KEGG	KEGG: Kyoto Encyclopedia of Genes and Genomes	KEGG: Kyoto Encyclopedia of Genes and Genomes	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/KEGGPathway	db/KEGGPathway		KEGGPathway	KEGGPathway	KEGG Pathway is a collection of manually drawn pathway maps	KEGG Pathway is a collection of manually drawn pathway maps	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/KIAA	db/KIAA		KIAA	KIAA	Identifier subtype	Identifier subtype	Genes  identified in the cDNA sequencing project being carried out at the Kazusa DNA Research Institute, Japan.	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/KO	db/KO	private	KO	KO	KEGG Orthology (KO)	KEGG Orthology (KO)	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/LINCS	db/LINCS	private	LINCS	LINCS	Library of Integrated Network-based Cellular Signatures	Library of Integrated Network-based Cellular Signatures	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/LOC	db/LOC		LOC	LOC	Entrez Gene symbol	Entrez Gene symbol	Entrez Gene symbols	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/LegioList	db/LegioList	private	LegioList	LegioList	Legionella pneumophila genome database	Legionella pneumophila genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Leproma	db/Leproma	private	Leproma	Leproma	Mycobacterium leprae genome database	Mycobacterium leprae genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ListiList	db/ListiList	private	ListiList	ListiList	Listeria innocua and Listeria monocytogenes genomes database	Listeria innocua and Listeria monocytogenes genomes database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Lonza	db/Lonza	private	Lonza	Lonza	Lonza Cell and Transfection Database	Lonza Cell and Transfection Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MCCL	db/MCCL	private	MCCL	MCCL	Molecular connections cell line ontology	Molecular connections cell line ontology	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MEDLINE	db/MEDLINE	private	MEDLINE	MEDLINE	MEDLINE	MEDLINE	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MEROPS	db/MEROPS		MEROPS	MEROPS	MEROPS protease database	MEROPS protease database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MGC	db/MGC		MGC	MGC	Identifier subtype	Identifier subtype	The Mammalian Gene Collection	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MGI	db/MGI		MGI	MGI	Mouse genome database (MGD) from Mouse Genome Informatics (MGI)	Mouse genome database (MGD) from Mouse Genome Informatics (MGI)	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MIM	db/MIM		MIM	MIM	Online Mendelian Inheritance in Man (OMIM)	Online Mendelian Inheritance in Man (OMIM)	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MINT	db/MINT		MINT	MINT	Molecular INTeraction database	Molecular INTeraction database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MaizeGDB	db/MaizeGDB	private	MaizeGDB	MaizeGDB	Maize Genetics and Genomics Database	Maize Genetics and Genomics Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MalaCards	db/MalaCards		MalaCards	MalaCards	MalaCards human disease database	MalaCards human disease database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Mammalian_Phenotype	db/Mammalian_Phenotype	private	Mammalian_Phenotype	Mammalian_Phenotype	Mammalian Phenotype Vocabulary	Mammalian Phenotype Vocabulary	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MassIVE	db/MassIVE		MassIVE	MassIVE	MassIVE - Mass Spectrometry Interactive Virtual Environment	MassIVE - Mass Spectrometry Interactive Virtual Environment	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MaxQB	db/MaxQB		MaxQB	MaxQB	MaxQB - The MaxQuant DataBase	MaxQB - The MaxQuant DataBase	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MeSH	db/MeSH	private	MeSH	MeSH	MeSH	Medical Subject Heading	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MedGen	db/MedGen	private	MedGen	MedGen	Information related to human medical genetics	NCBI's portal to information about conditions and phenotypes related to Medical Genetics	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MetOSite	db/MetOSite		MetOSite	MetOSite	MetOSite database of methionine sulfoxide sites	MetOSite database of methionine sulfoxide sites	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MetaCyc	db/MetaCyc	private	MetaCyc	MetaCyc	MetaCyc Metabolic Pathway Database	MetaCyc Metabolic Pathway Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Micado	db/Micado	private	Micado	Micado	Microbial advanced database	Microbial advanced database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Millipore	db/Millipore	private	Millipore	Millipore	Merck Millipore (EMD Millipore)	Merck Millipore (EMD Millipore)	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MobiDB	db/MobiDB	private	MobiDB	MobiDB	MobiDB: a database of protein disorder and mobility annotations	MobiDB: a database of protein disorder and mobility annotations	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/ModBase	db/ModBase	private	ModBase	ModBase	Database of comparative protein structure models	ModBase: Database of Comparative Protein Structure Models	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MoonDB	db/MoonDB		MoonDB	MoonDB	MoonDB Database of extreme multifunctional and moonlighting proteins	MoonDB Database of extreme multifunctional and moonlighting proteins	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MoonProt	db/MoonProt		MoonProt	MoonProt	MoonProt database of moonlighting proteins	MoonProt database of moonlighting proteins	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/MypuList	db/MypuList	private	MypuList	MypuList	Mycoplasma pulmonis genome database	Mycoplasma pulmonis genome database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NCBI_Iran	db/NCBI_Iran	private	NCBI_Iran	NCBI_Iran	National Cell Bank of Iran	National Cell Bank of Iran	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NCBI_Taxonomy	db/NCBI_Taxonomy		NCBI_Taxonomy	NCBI_Taxonomy	NCBI taxonomy database	NCBI taxonomy database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NCI	db/NCI	private	NCI	NCI	NCI thesaurus	NCI thesaurus	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NCImetathesaurus	db/NCImetathesaurus	private	NCImetathesaurus	NCImetathesaurus	National Cancer Institute Meta thesaurus	National Cancer Institute Meta thesaurus	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NHCDR	db/NHCDR	private	NHCDR	NHCDR	NINDS Human Cell and Data Repository	NINDS Human Cell and Data Repository	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NIAGADS	db/NIAGADS		NIAGADS	NIAGADS	NIAGADS Genomics Database	NIAGADS Genomics Database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NIH-ARP	db/NIH-ARP	private	NIH-ARP	NIH-ARP	NIH AIDS Reagent Program	NIH AIDS Reagent Program	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NISES	db/NISES	private	NISES	NISES	NISES Cell Database	NISES Cell Database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NMPDR	db/NMPDR	private	NMPDR	NMPDR	National Microbial Pathogen Data Resource	National Microbial Pathogen Data Resource	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/NextBio	db/NextBio	private	NextBio	NextBio	NextBio gene-centric data for human, mouse, rat, fly, worm and yeast	NextBio gene-centric data for human, mouse, rat, fly, worm and yeast	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/OGP	db/OGP		OGP	OGP	USC-OGP 2-DE database	USC-OGP 2-DE database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/OMA	db/OMA		OMA	OMA	Identification of Orthologs from Complete Genome Data	Identification of Orthologs from Complete Genome Data	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/OpenTargets	db/OpenTargets		OpenTargets	OpenTargets	Open Targets	Open Targets	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Orphanet	db/Orphanet		Orphanet	Orphanet	Orphanet; a database dedicated to information on rare diseases and orphan drugs	Orphanet; a database dedicated to information on rare diseases and orphan drugs	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/OrthoDB	db/OrthoDB		OrthoDB	OrthoDB	Database of Orthologous Groups	Database of Orthologous Groups	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/Others	db/Others		Others	Other sources	Identifier subtype	Identifier from another source	Miscellaneous databases of clone names	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PANTHER	db/PANTHER		PANTHER	PANTHER	The PANTHER Classification System	The PANTHER Classification System	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PATRIC	db/PATRIC		PATRIC	PATRIC	Pathosystems Resource Integration Center (PATRIC)	Pathosystems Resource Integration Center (PATRIC)	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PCDDB	db/PCDDB		PCDDB	PCDDB	The Protein Circular Dichroism Data Bank	The Protein Circular Dichroism Data Bank	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PDB	db/PDB		PDB	PDB	Protein Data Bank Europe	Protein Data Bank Europe	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PDBe-KB	db/PDBe-KB	private	PDBe-KB	PDBe-KB	Protein Data Bank in Europe - Knowledge Base	Protein Data Bank in Europe - Knowledge Base	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PDBj	db/PDBj	private	PDBj	PDBj	Protein Data Bank Japan	Protein Data Bank Japan	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PDBsum	db/PDBsum		PDBsum	PDBsum	PDBsum; at-a-glance overview of macromolecular structures	PDBsum; at-a-glance overview of macromolecular structures	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PHCI-2DPAGE	db/PHCI-2DPAGE	private	PHCI-2DPAGE	PHCI-2DPAGE	Parasite host cell interaction 2D-PAGE database	Parasite host cell interaction 2D-PAGE database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PHI-base	db/PHI-base	private	PHI-base	PHI-base	Pathogen-Host Interaction database	Pathogen-Host Interaction database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PIR	db/PIR		PIR	PIR	Identifier subtype	Protein Information Resource (PIR) identifier	Protein Information Resource	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PIRNR	db/PIRNR		PIRNR	PIRNR	PIR Name Rule	PIR Name Rule	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PIRSF	db/PIRSF		PIRSF	PIRSF	PIRSF; a whole-protein classification database	PIRSF; a whole-protein classification database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PIRSR	db/PIRSR		PIRSR	PIRSR	PIRSF site rule system	PIRSF site rule system	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PMAP-CutDB	db/PMAP-CutDB	private	PMAP-CutDB	PMAP-CutDB	CutDB - Proteolytic event database	CutDB - Proteolytic event database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PMMA-2DPAGE	db/PMMA-2DPAGE	private	PMMA-2DPAGE	PMMA-2DPAGE	Purkyne Military Medical Academy 2D-PAGE database	Purkyne Military Medical Academy 2D-PAGE database	OK not used	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PRIDE	db/PRIDE		PRIDE	PRIDE	PRoteomics IDEntifications database	PRoteomics IDEntifications database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PRINTS	db/PRINTS		PRINTS	PRINTS	Protein Motif fingerprint database; a protein domain database	Protein Motif fingerprint database; a protein domain database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PRO	db/PRO		PRO	PRO	Protein Ontology	Protein Ontology	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PROSITE	db/PROSITE		PROSITE	PROSITE	PROSITE; a protein domain and family database	PROSITE; a protein domain and family database	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
http://nextprot.org/rdf/db/PROSITE-ProRule	db/PROSITE-ProRule		PROSITE-ProRule	PROSITE-ProRule	prorule	ProRule section of PROSITE	OK	uniprot|controlled-vocabulary/more-dbxrefs.txt
